id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN8396,Tokyo Tower Inn,Hiroshima,209,Standard,14000,"Spa, Wi-Fi, Room Service",Half Board,Vegan,True,1594,351,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,11:00
JPN8397,Shibuya Plaza,Hiroshima,121,Budget,8000,"Wi-Fi, Free Breakfast, Spa, Business Center, Room Service, Fitness Center",Room Only,,True,82,535,1,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,12:00
JPN8398,Mount Fuji Retreat,Yokohama,299,Standard,18000,"Spa, Business Center, Bar, Free Breakfast",Room Only,,True,1595,15,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,11:00
JPN8399,Nara Zen Lodge,Tokyo,118,Budget,9000,"Bar, Room Service, Parking, Pet-friendly, Business Center, Wi-Fi",Half Board,Jain,True,3274,878,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN8400,Nara Zen Lodge,Fukuoka,216,Luxury,32000,"Spa, Fitness Center, Free Breakfast, Wi-Fi, Pet-friendly, Bar",Half Board,Non Veg,False,4976,96,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN8401,Nara Zen Lodge,Kyoto,244,Standard,20000,"Restaurant, Room Service, Business Center",Room Only,,False,4995,88,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN8402,Kyoto Serenity,Hiroshima,56,Luxury,60000,"Parking, Onsen, Bar, Spa, Wi-Fi",Full Board,Non Veg,True,293,847,2,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,12:00
JPN8403,Hotel Sakura,Osaka,272,Budget,8000,"Bar, Restaurant, Pet-friendly",Full Board,Non Veg,False,3432,79,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN8404,Nara Zen Lodge,Osaka,206,Luxury,56000,"Free Breakfast, Wi-Fi, Fitness Center, Bar, Business Center, Pet-friendly",Full Board,Jain,True,1365,404,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,10:00
JPN8405,Tokyo Tower Inn,Fukuoka,182,Standard,13000,"Parking, Business Center, Free Breakfast, Restaurant, Onsen",Full Board,Jain,False,2608,519,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,10:00
JPN8406,Nara Zen Lodge,Fukuoka,246,Standard,20000,"Onsen, Spa, Fitness Center",Full Board,Vegan,True,3877,886,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN8407,Tokyo Tower Inn,Hiroshima,238,Premium,28000,"Wi-Fi, Pet-friendly, Fitness Center, Spa",All-Inclusive,Veg,True,3588,6,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN8408,Mount Fuji Retreat,Hiroshima,109,Budget,9000,"Business Center, Restaurant, Fitness Center",All-Inclusive,Non Veg,False,4412,975,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN8409,Tokyo Tower Inn,Fukuoka,257,Budget,9000,"Fitness Center, Pet-friendly, Wi-Fi, Onsen, Parking, Free Breakfast",Half Board,Veg,False,1661,593,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,10:00
JPN8410,Hotel Sakura,Fukuoka,94,Standard,19000,"Bar, Wi-Fi, Pet-friendly, Restaurant, Room Service",Bed & Breakfast,Non Veg,False,1774,347,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN8411,Mount Fuji Retreat,Yokohama,237,Standard,17000,"Pet-friendly, Onsen, Wi-Fi, Restaurant, Business Center, Room Service",Full Board,Jain,True,4637,3,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN8412,Nara Zen Lodge,Osaka,274,Standard,17000,"Wi-Fi, Parking, Bar",All-Inclusive,Veg,True,2271,16,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,10:00
JPN8413,Kyoto Serenity,Hiroshima,208,Budget,9000,"Business Center, Bar, Free Breakfast, Wi-Fi",Bed & Breakfast,Non veg without Beef,True,3651,148,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,12:00
JPN8414,Shibuya Plaza,Fukuoka,162,Standard,20000,"Room Service, Restaurant, Fitness Center, Pet-friendly, Parking",Room Only,,True,2739,294,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN8415,Hotel Sakura,Fukuoka,200,Standard,20000,"Restaurant, Business Center, Wi-Fi, Onsen",Bed & Breakfast,Jain,False,313,606,2,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN8416,Kyoto Serenity,Osaka,280,Standard,18000,"Parking, Spa, Business Center, Restaurant, Bar, Wi-Fi",Full Board,Non Veg,False,413,816,2,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN8417,Hotel Sakura,Osaka,115,Premium,21000,"Pet-friendly, Restaurant, Free Breakfast, Bar, Fitness Center",Half Board,Jain,False,1354,308,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN8418,Osaka Bay Resort,Kyoto,205,Budget,7000,"Room Service, Fitness Center, Free Breakfast, Spa, Bar, Onsen",Half Board,Non Veg,False,4877,5,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,12:00
JPN8419,Tokyo Tower Inn,Hiroshima,141,Premium,28000,"Parking, Pet-friendly, Fitness Center, Spa, Onsen, Room Service",Half Board,Vegan,False,4503,959,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,11:00
JPN8420,Tokyo Tower Inn,Fukuoka,222,Budget,6000,"Pet-friendly, Onsen, Room Service, Restaurant, Spa",Half Board,Veg,True,1951,443,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,10:00
JPN8421,Nara Zen Lodge,Sapporo,193,Budget,6000,"Business Center, Bar, Pet-friendly, Free Breakfast, Onsen, Parking",Room Only,,False,2944,672,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,12:00
JPN8422,Kyoto Serenity,Osaka,151,Budget,5000,"Pet-friendly, Restaurant, Business Center",All-Inclusive,Both,False,3718,355,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,12:00
JPN8423,Kyoto Serenity,Fukuoka,274,Luxury,46000,"Restaurant, Business Center, Pet-friendly",Bed & Breakfast,Both,False,4380,989,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,12:00
JPN8424,Nara Zen Lodge,Yokohama,72,Premium,20000,"Parking, Room Service, Business Center, Pet-friendly",Full Board,Vegan,True,1526,703,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN8425,Kyoto Serenity,Nagoya,101,Budget,12000,"Free Breakfast, Parking, Bar, Business Center, Spa",Half Board,Veg,True,1914,529,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN8426,Hotel Sakura,Yokohama,282,Luxury,56000,"Onsen, Pet-friendly, Free Breakfast, Bar, Parking, Room Service",Half Board,Non Veg,False,4797,803,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,10:00
JPN8427,Nara Zen Lodge,Kobe,13,Standard,20000,"Free Breakfast, Wi-Fi, Parking",All-Inclusive,Veg,False,3867,754,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,10:00
JPN8428,Tokyo Tower Inn,Kyoto,140,Budget,5000,"Free Breakfast, Fitness Center, Wi-Fi, Pet-friendly, Parking, Onsen",Half Board,Jain,False,4456,514,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,10:00
JPN8429,Nara Zen Lodge,Sapporo,62,Premium,27000,"Free Breakfast, Onsen, Restaurant",All-Inclusive,Jain,True,449,73,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN8430,Kyoto Serenity,Sapporo,5,Standard,18000,"Parking, Bar, Free Breakfast",Room Only,,True,4940,341,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN8431,Shibuya Plaza,Nagoya,67,Luxury,44000,"Spa, Onsen, Room Service, Restaurant, Pet-friendly, Wi-Fi",Room Only,,True,2895,200,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN8432,Kyoto Serenity,Kyoto,242,Budget,9000,"Onsen, Spa, Business Center, Fitness Center",Room Only,,True,1188,648,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,12:00
JPN8433,Mount Fuji Retreat,Nara,95,Standard,17000,"Bar, Free Breakfast, Pet-friendly, Room Service",Room Only,,True,727,546,3,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN8434,Kyoto Serenity,Kyoto,121,Standard,20000,"Fitness Center, Business Center, Spa, Onsen",All-Inclusive,Jain,True,3604,625,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,11:00
JPN8435,Osaka Bay Resort,Yokohama,245,Budget,8000,"Pet-friendly, Free Breakfast, Onsen",Room Only,,True,864,75,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN8436,Hotel Sakura,Tokyo,40,Budget,7000,"Room Service, Parking, Business Center, Free Breakfast, Pet-friendly, Fitness Center",Half Board,Non veg without Beef,True,4409,956,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,10:00
JPN8437,Tokyo Tower Inn,Yokohama,149,Standard,17000,"Wi-Fi, Pet-friendly, Restaurant",Half Board,Non veg without Beef,False,4583,946,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,12:00
JPN8438,Shibuya Plaza,Osaka,19,Budget,6000,"Onsen, Bar, Fitness Center",Half Board,Non veg without Beef,False,192,709,2,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,10:00
JPN8439,Kyoto Serenity,Tokyo,71,Budget,8000,"Pet-friendly, Restaurant, Fitness Center, Free Breakfast, Bar",All-Inclusive,Both,False,3405,871,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN8440,Hotel Sakura,Osaka,85,Budget,7000,"Fitness Center, Parking, Spa, Restaurant, Pet-friendly, Business Center",Bed & Breakfast,Veg,True,1449,599,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN8441,Nara Zen Lodge,Osaka,213,Budget,6000,"Wi-Fi, Restaurant, Fitness Center",Room Only,,False,1683,131,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,10:00
JPN8442,Shibuya Plaza,Kobe,142,Budget,10000,"Parking, Room Service, Free Breakfast",Half Board,Vegan,True,3962,104,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN8443,Hotel Sakura,Kobe,198,Standard,19000,"Spa, Pet-friendly, Bar",Room Only,,True,4800,716,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN8444,Tokyo Tower Inn,Kyoto,167,Standard,18000,"Restaurant, Fitness Center, Wi-Fi, Business Center, Spa, Room Service",Full Board,Vegan,True,4274,816,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,11:00
JPN8445,Kyoto Serenity,Tokyo,147,Budget,11000,"Fitness Center, Room Service, Restaurant, Onsen, Free Breakfast",Full Board,Jain,False,3280,148,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN8446,Hotel Sakura,Yokohama,234,Budget,9000,"Onsen, Bar, Spa, Room Service, Fitness Center",Bed & Breakfast,Non Veg,True,1200,729,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN8447,Tokyo Tower Inn,Sapporo,284,Premium,23000,"Bar, Restaurant, Pet-friendly, Parking, Spa",All-Inclusive,Both,False,685,442,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN8448,Osaka Bay Resort,Fukuoka,239,Premium,24000,"Pet-friendly, Fitness Center, Restaurant",Room Only,,False,3162,50,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,12:00
JPN8449,Osaka Bay Resort,Tokyo,124,Standard,17000,"Business Center, Wi-Fi, Bar",Bed & Breakfast,Veg,False,1148,337,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,12:00
JPN8450,Osaka Bay Resort,Fukuoka,48,Budget,10000,"Fitness Center, Wi-Fi, Restaurant, Business Center, Parking, Spa",All-Inclusive,Jain,False,2586,448,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN8451,Hotel Sakura,Yokohama,69,Budget,11000,"Free Breakfast, Parking, Restaurant, Wi-Fi, Onsen",All-Inclusive,Non Veg,False,1826,666,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,12:00
JPN8452,Osaka Bay Resort,Tokyo,33,Standard,20000,"Fitness Center, Spa, Pet-friendly, Onsen",All-Inclusive,Veg,True,2764,255,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,11:00
JPN8453,Mount Fuji Retreat,Kobe,292,Budget,5000,"Room Service, Parking, Bar",Room Only,,False,4002,532,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,12:00
JPN8454,Kyoto Serenity,Yokohama,86,Budget,11000,"Business Center, Pet-friendly, Wi-Fi, Room Service",All-Inclusive,Both,True,2916,43,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN8455,Kyoto Serenity,Nara,174,Standard,12000,"Fitness Center, Pet-friendly, Free Breakfast, Restaurant",Half Board,Both,True,3158,343,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,10:00
JPN8456,Mount Fuji Retreat,Osaka,58,Standard,20000,"Wi-Fi, Onsen, Spa, Bar, Parking",Bed & Breakfast,Non veg without Beef,False,4365,635,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN8457,Hotel Sakura,Sapporo,188,Premium,23000,"Wi-Fi, Room Service, Pet-friendly",Full Board,Both,True,2792,530,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,10:00
JPN8458,Nara Zen Lodge,Kyoto,236,Budget,10000,"Free Breakfast, Wi-Fi, Bar",All-Inclusive,Jain,True,1604,664,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,12:00
JPN8459,Mount Fuji Retreat,Nagoya,198,Luxury,57000,"Spa, Pet-friendly, Room Service, Parking, Restaurant, Free Breakfast",Full Board,Non veg without Beef,True,883,987,3,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,11:00
JPN8460,Mount Fuji Retreat,Tokyo,14,Budget,11000,"Spa, Wi-Fi, Business Center, Parking, Onsen",Room Only,,True,1379,447,4,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,11:00
JPN8461,Tokyo Tower Inn,Nagoya,296,Budget,10000,"Pet-friendly, Restaurant, Business Center, Parking, Onsen",Half Board,Vegan,True,3327,48,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,12:00
JPN8462,Shibuya Plaza,Nagoya,109,Budget,12000,"Restaurant, Fitness Center, Business Center, Onsen, Pet-friendly",Full Board,Vegan,False,798,357,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,10:00
JPN8463,Hotel Sakura,Kobe,38,Standard,18000,"Bar, Wi-Fi, Business Center",Bed & Breakfast,Jain,False,90,644,1,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,11:00
JPN8464,Shibuya Plaza,Nara,40,Budget,5000,"Wi-Fi, Restaurant, Parking, Fitness Center, Bar",Room Only,,True,794,978,3,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,12:00
JPN8465,Hotel Sakura,Osaka,54,Standard,15000,"Pet-friendly, Onsen, Wi-Fi",Full Board,Both,True,3393,707,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,10:00
JPN8466,Nara Zen Lodge,Kobe,76,Standard,16000,"Business Center, Onsen, Room Service, Wi-Fi, Free Breakfast, Pet-friendly",All-Inclusive,Veg,False,4792,770,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN8467,Kyoto Serenity,Hiroshima,261,Budget,5000,"Bar, Fitness Center, Wi-Fi, Onsen",Half Board,Non Veg,True,2782,757,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,12:00
JPN8468,Kyoto Serenity,Kobe,60,Standard,18000,"Spa, Bar, Onsen, Wi-Fi, Fitness Center",Full Board,Vegan,True,4793,698,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN8469,Nara Zen Lodge,Nara,269,Standard,14000,"Pet-friendly, Onsen, Free Breakfast",Room Only,,True,1836,612,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN8470,Nara Zen Lodge,Kobe,243,Premium,29000,"Restaurant, Spa, Fitness Center, Parking, Bar",All-Inclusive,Veg,True,3573,710,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN8471,Nara Zen Lodge,Hiroshima,157,Premium,26000,"Fitness Center, Spa, Bar, Free Breakfast, Business Center, Onsen",Bed & Breakfast,Jain,False,2372,638,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN8472,Tokyo Tower Inn,Tokyo,47,Standard,12000,"Free Breakfast, Parking, Fitness Center, Bar",Half Board,Vegan,False,1011,106,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN8473,Shibuya Plaza,Nara,64,Standard,16000,"Wi-Fi, Free Breakfast, Business Center, Room Service",Full Board,Non veg without Beef,True,1975,825,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN8474,Tokyo Tower Inn,Hiroshima,85,Standard,13000,"Restaurant, Bar, Pet-friendly, Wi-Fi, Parking, Free Breakfast",Room Only,,False,3662,38,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN8475,Shibuya Plaza,Yokohama,5,Standard,20000,"Bar, Onsen, Business Center, Pet-friendly",Bed & Breakfast,Both,True,1013,377,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,11:00
JPN8476,Osaka Bay Resort,Hiroshima,241,Budget,5000,"Free Breakfast, Spa, Wi-Fi, Onsen, Restaurant, Room Service",Bed & Breakfast,Non Veg,True,4841,602,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,12:00
JPN8477,Mount Fuji Retreat,Tokyo,233,Standard,18000,"Room Service, Restaurant, Spa",Full Board,Vegan,True,808,654,3,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,12:00
JPN8478,Mount Fuji Retreat,Hiroshima,294,Standard,19000,"Parking, Spa, Onsen, Business Center, Room Service, Restaurant",Bed & Breakfast,Non veg without Beef,False,1378,789,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN8479,Shibuya Plaza,Tokyo,70,Luxury,43000,"Parking, Room Service, Spa, Fitness Center, Pet-friendly",Half Board,Jain,False,1963,780,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,11:00
JPN8480,Kyoto Serenity,Sapporo,170,Premium,26000,"Fitness Center, Business Center, Pet-friendly",All-Inclusive,Veg,False,3701,650,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,12:00
JPN8481,Shibuya Plaza,Kyoto,116,Budget,10000,"Wi-Fi, Onsen, Room Service, Restaurant, Spa, Free Breakfast",Half Board,Jain,True,2519,397,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,12:00
JPN8482,Kyoto Serenity,Kyoto,297,Standard,20000,"Spa, Room Service, Parking, Pet-friendly, Fitness Center, Business Center",Room Only,,False,2266,120,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,12:00
JPN8483,Kyoto Serenity,Tokyo,22,Premium,22000,"Free Breakfast, Restaurant, Room Service, Business Center",Half Board,Veg,False,998,304,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN8484,Mount Fuji Retreat,Sapporo,90,Budget,10000,"Room Service, Wi-Fi, Spa",Room Only,,False,3197,559,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN8485,Shibuya Plaza,Tokyo,142,Budget,8000,"Bar, Wi-Fi, Onsen, Parking, Room Service",All-Inclusive,Veg,False,3765,501,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN8486,Hotel Sakura,Sapporo,118,Budget,8000,"Business Center, Restaurant, Parking",Full Board,Non Veg,True,254,4,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,12:00
JPN8487,Kyoto Serenity,Yokohama,52,Budget,6000,"Room Service, Restaurant, Free Breakfast",Room Only,,False,2801,905,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,11:00
JPN8488,Tokyo Tower Inn,Nagoya,191,Budget,11000,"Onsen, Restaurant, Pet-friendly, Parking, Bar",Full Board,Veg,False,2762,375,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN8489,Tokyo Tower Inn,Nagoya,106,Budget,10000,"Free Breakfast, Parking, Bar, Room Service",Full Board,Both,False,3176,528,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN8490,Tokyo Tower Inn,Yokohama,273,Budget,6000,"Spa, Restaurant, Free Breakfast, Room Service, Onsen, Parking",All-Inclusive,Non veg without Beef,False,2278,140,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN8491,Shibuya Plaza,Sapporo,260,Standard,18000,"Spa, Room Service, Pet-friendly, Bar, Restaurant, Fitness Center",Bed & Breakfast,Non Veg,True,3397,932,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN8492,Tokyo Tower Inn,Osaka,231,Premium,25000,"Bar, Fitness Center, Free Breakfast",All-Inclusive,Jain,False,2394,688,4,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN8493,Shibuya Plaza,Yokohama,285,Premium,21000,"Business Center, Wi-Fi, Spa",Bed & Breakfast,Both,True,1630,25,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN8494,Kyoto Serenity,Kobe,184,Luxury,55000,"Wi-Fi, Spa, Fitness Center, Restaurant, Free Breakfast, Business Center",Full Board,Non veg without Beef,False,1240,106,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN8495,Kyoto Serenity,Yokohama,159,Budget,12000,"Fitness Center, Spa, Restaurant",Full Board,Both,True,2296,773,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,11:00
JPN8496,Hotel Sakura,Nagoya,168,Premium,23000,"Spa, Business Center, Room Service, Fitness Center, Bar, Wi-Fi",Room Only,,False,1462,616,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,12:00
JPN8497,Mount Fuji Retreat,Fukuoka,285,Standard,17000,"Bar, Pet-friendly, Wi-Fi, Fitness Center",Full Board,Jain,True,4794,714,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,11:00
JPN8498,Shibuya Plaza,Nara,134,Budget,6000,"Free Breakfast, Onsen, Restaurant",Full Board,Jain,True,2039,597,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,10:00
JPN8499,Kyoto Serenity,Nagoya,189,Standard,13000,"Spa, Wi-Fi, Business Center, Free Breakfast, Fitness Center",All-Inclusive,Non Veg,False,2486,235,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN8500,Hotel Sakura,Fukuoka,256,Luxury,55000,"Free Breakfast, Pet-friendly, Parking, Business Center, Onsen, Bar",All-Inclusive,Veg,True,210,749,2,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,11:00
JPN8501,Mount Fuji Retreat,Nara,264,Budget,11000,"Spa, Pet-friendly, Bar",Room Only,,False,3966,877,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,11:00
JPN8502,Hotel Sakura,Yokohama,147,Standard,13000,"Bar, Free Breakfast, Business Center, Pet-friendly, Onsen",Bed & Breakfast,Both,False,475,129,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,10:00
JPN8503,Nara Zen Lodge,Yokohama,219,Budget,6000,"Bar, Restaurant, Room Service, Spa, Free Breakfast, Wi-Fi",Half Board,Vegan,False,962,330,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,11:00
JPN8504,Mount Fuji Retreat,Kyoto,286,Budget,7000,"Parking, Fitness Center, Bar, Onsen, Room Service",All-Inclusive,Non veg without Beef,True,815,407,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,10:00
JPN8505,Shibuya Plaza,Hiroshima,169,Premium,21000,"Wi-Fi, Room Service, Parking",Room Only,,False,495,442,3,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,12:00
JPN8506,Osaka Bay Resort,Kobe,252,Budget,10000,"Fitness Center, Pet-friendly, Wi-Fi",Full Board,Non veg without Beef,False,4648,829,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,10:00
JPN8507,Osaka Bay Resort,Tokyo,214,Standard,19000,"Parking, Bar, Free Breakfast",Full Board,Non Veg,True,1516,458,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN8508,Kyoto Serenity,Nagoya,84,Standard,15000,"Pet-friendly, Free Breakfast, Onsen",All-Inclusive,Non Veg,True,3110,39,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,12:00
JPN8509,Kyoto Serenity,Kobe,281,Premium,30000,"Restaurant, Fitness Center, Pet-friendly, Parking, Bar",Room Only,,True,2102,506,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,12:00
JPN8510,Kyoto Serenity,Nagoya,277,Budget,5000,"Free Breakfast, Fitness Center, Spa, Onsen, Pet-friendly",Bed & Breakfast,Jain,True,1415,527,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,11:00
JPN8511,Osaka Bay Resort,Nara,112,Budget,10000,"Room Service, Spa, Free Breakfast, Onsen, Fitness Center, Wi-Fi",All-Inclusive,Non Veg,True,3418,267,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,12:00
JPN8512,Shibuya Plaza,Hiroshima,115,Standard,12000,"Restaurant, Pet-friendly, Spa, Business Center, Wi-Fi, Room Service",Half Board,Both,True,754,826,3,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,10:00
JPN8513,Osaka Bay Resort,Fukuoka,45,Budget,11000,"Fitness Center, Pet-friendly, Onsen, Parking, Spa",Bed & Breakfast,Vegan,False,4066,461,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,10:00
JPN8514,Mount Fuji Retreat,Nara,24,Premium,26000,"Parking, Business Center, Spa, Free Breakfast, Room Service, Bar",All-Inclusive,Jain,True,4229,871,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,10:00
JPN8515,Tokyo Tower Inn,Nagoya,152,Standard,14000,"Business Center, Bar, Pet-friendly, Spa, Fitness Center, Room Service",Bed & Breakfast,Veg,False,3776,198,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,10:00
JPN8516,Osaka Bay Resort,Nara,184,Premium,30000,"Bar, Restaurant, Spa, Onsen",Full Board,Both,True,2905,638,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
